Red,Green,Blue
104,134,179
103,134,179
102,132,168
101,127,154
94,111,139
87,102,133
81,103,140
83,106,143
86,108,144
87,108,146
87,108,148
87,110,151
88,113,153
90,118,156
91,121,162
93,124,168
95,126,175
97,126,177
99,126,177
100,129,179
101,130,179
103,130,180
102,130,181
101,130,172
102,131,181
101,132,180
101,137,179
101,141,177
102,135,167
80,100,136
93,123,173
103,135,178
101,133,177
100,131,174
103,135,171
103,133,156
96,117,142
89,107,135
80,102,137
82,103,140
84,106,142
87,108,144
88,108,145
87,108,146
87,108,148
87,110,151
88,113,153
89,117,159
90,121,166
95,124,162
97,122,166
98,120,169
99,122,173
100,124,175
101,126,176
100,126,177
99,125,177
98,124,176
95,123,176
103,135,179
100,130,174
101,132,176
103,135,177
105,134,170
106,131,157
98,116,144
90,107,138
81,104,139
82,105,141
86,108,142
89,108,143
89,108,144
88,108,146
96,117,170
87,108,147
86,108,148
94,122,171
97,123,173
97,124,175
98,124,175
99,124,174
98,120,172
95,117,165
92,116,161
89,114,156
86,110,150
86,113,155
87,117,161
90,120,168
101,130,174
103,134,176
107,136,159
99,121,147
91,110,140
83,105,141
83,106,141
86,108,141
89,109,143
89,109,144
88,108,146
86,108,146
85,108,146
85,108,146
84,109,151
86,112,157
89,116,164
92,119,167
95,122,169
96,123,172
97,124,173
99,125,171
98,122,170
96,118,167
95,115,162
92,113,157
104,136,170
83,106,148
104,138,170
105,143,160
99,128,150
93,114,143
86,106,143
85,105,142
87,108,142
88,110,143
88,110,144
96,116,159
97,121,165
98,125,168
98,128,169
96,125,171
95,123,169
93,121,166
90,117,164
87,112,160
84,107,154
84,107,144
84,107,144
85,108,145
87,108,146
102,132,174
104,135,160
99,124,152
94,114,146
89,108,145
87,107,145
87,108,144
88,110,144
87,109,144
103,133,169
97,122,156
97,126,164
98,127,167
98,126,168
96,124,169
93,122,167
91,119,163
88,115,160
86,111,156
83,107,152
82,105,148
83,105,145
83,106,145
84,106,144
86,105,144
95,114,148
99,123,154
95,128,164
96,126,166
96,125,167
94,123,167
92,120,164
90,118,160
88,114,155
85,109,152
82,105,150
82,105,148
83,105,146
83,106,145
84,106,144
86,107,143
87,110,144
88,111,146
88,109,147
88,109,147
90,110,148
103,132,161
94,116,151
90,110,151
88,109,150
93,125,166
89,111,150
89,113,147
88,113,145
87,110,143
86,108,144
84,107,145
84,106,148
83,104,148
83,102,148
85,107,148
87,112,151
90,117,157
91,118,162
92,120,166
94,122,166
86,109,146
91,118,158
90,116,161
90,114,158
89,113,152
90,112,151
89,111,151
89,113,151
90,114,149
89,114,147
88,112,145
87,110,145
89,120,156
87,109,147
85,110,147
84,108,147
84,103,146
86,105,145
88,113,156
89,112,153
89,110,147
87,106,143
86,104,142
88,113,151
88,114,151
89,114,153
90,115,151
91,114,150
89,113,148
88,111,147
86,109,147
86,111,147
85,109,146
84,103,144
90,114,151
92,115,152
91,115,153
88,110,149
87,105,148
86,107,147
86,105,145
85,101,142
86,102,138
87,104,138
88,109,143
87,110,148
89,115,154
86,110,151
86,110,143
84,108,145
86,108,143
87,105,139
86,101,136
86,101,137
86,102,141
86,108,145
87,110,148
88,109,150
89,113,151
91,117,152
93,117,153
91,117,153
84,106,139
86,104,136
86,99,133
85,100,136
85,103,140
86,110,145
88,113,148
89,112,151
90,116,153
93,118,154
92,119,154
89,109,152
87,109,149
85,107,145
83,101,140
84,100,135
85,101,131
86,105,133
84,104,135
91,115,156
90,113,155
84,101,130
83,100,134
82,101,138
84,107,143
86,109,146
89,108,150
89,110,153
86,105,127
83,100,129
81,99,133
80,101,136
83,109,139
86,110,142
89,107,146
79,101,129
78,96,132
79,94,133
86,104,138
82,101,135
76,94,125
77,92,129
82,98,132
76,93,123
137,179,222
142,185,222
136,176,222
130,167,217
128,162,210
140,180,224
134,171,219
122,154,199
113,143,183
140,184,238
135,175,227
130,167,216
124,159,205
118,151,194
111,140,180
136,179,235
130,170,223
125,163,211
120,155,201
115,147,190
107,132,172
116,152,197
140,182,236
132,174,227
125,165,217
120,159,207
102,126,165
112,144,188
109,137,179
105,131,171
119,154,203
138,178,229
131,167,220
123,158,211
100,127,164
115,148,195
110,142,186
107,136,177
103,131,169
97,122,158
96,121,158
143,182,233
136,177,224
129,166,216
122,156,208
118,152,201
113,146,193
109,141,185
105,137,176
101,132,169
98,126,163
92,113,148
94,116,153
107,140,184
141,183,230
134,179,221
127,167,214
121,157,207
116,151,200
112,145,192
92,111,144
103,138,177
99,132,169
96,124,163
94,119,158
93,115,152
92,113,148
103,135,176
149,190,245
143,184,237
137,178,228
131,173,219
125,162,212
120,153,205
116,148,199
111,143,192
108,138,184
90,108,141
99,129,169
95,121,163
94,118,157
93,115,152
91,113,148
91,110,145
103,133,177
139,179,232
132,173,225
127,167,217
123,158,210
118,152,205
115,148,199
111,142,191
108,137,184
88,104,138
99,127,169
95,119,163
94,117,158
92,115,152
91,113,148
90,110,145
89,107,142
96,123,164
127,167,221
124,162,215
120,157,209
117,153,204
114,150,199
111,144,192
108,138,184
104,134,177
100,129,170
94,120,158
92,116,153
90,112,148
89,109,144
86,102,134
87,106,140
86,104,137
95,125,164
124,159,212
120,157,208
116,153,204
113,150,200
110,145,193
107,140,185
103,135,177
99,130,171
83,101,131
93,120,158
91,115,153
89,110,147
88,108,142
86,105,138
84,103,136
83,102,134
125,157,209
81,101,127
120,156,206
115,153,202
112,150,200
109,145,192
105,140,184
102,134,176
98,129,169
94,125,163
92,119,158
90,113,152
88,109,146
87,106,141
85,104,136
83,102,135
82,101,133
82,101,131
80,99,123
119,152,199
114,150,196
111,148,193
108,142,185
104,136,177
101,131,169
97,125,163
94,120,157
92,116,152
89,112,146
87,107,142
85,105,137
83,103,134
82,101,132
81,101,129
80,101,126
113,145,189
80,98,122
109,144,186
105,138,178
101,132,170
98,126,162
95,121,156
92,116,151
89,112,145
87,109,141
85,105,138
83,102,134
82,100,131
81,100,128
80,99,125
86,108,139
107,138,179
101,132,171
97,126,163
94,121,155
91,116,150
89,111,144
81,96,122
84,105,135
82,102,133
81,99,131
80,97,128
80,98,125
79,92,125
98,127,162
93,121,154
90,117,144
88,111,139
86,105,133
83,102,127
81,99,125
79,96,125
79,93,125
80,90,118
97,121,153
92,115,144
89,110,134
87,103,128
84,98,122
83,97,116
81,94,115
81,90,120
91,100,124
93,107,134
86,93,104
88,93,118
86,90,111
84,90,106
88,96,120
92,91,129
89,93,124
88,100,116
90,104,133
91,98,134
174,203,206
176,207,210
174,206,208
172,202,204
171,198,199
176,208,212
179,208,214
175,206,210
172,203,205
171,200,201
169,197,196
168,192,192
179,206,211
174,203,207
169,200,202
168,199,197
168,196,193
167,189,189
165,187,185
183,210,214
183,212,215
180,210,212
176,205,209
171,200,205
167,196,199
165,193,194
163,189,189
162,183,185
159,181,182
157,180,178
184,212,216
181,210,212
177,208,209
173,203,206
168,197,202
163,191,196
161,186,190
158,182,185
156,178,182
153,176,178
150,175,175
186,212,215
182,209,212
178,206,209
174,202,205
169,199,202
165,194,197
160,186,191
157,181,185
153,177,180
150,174,177
146,174,173
182,212,215
181,209,211
178,205,209
175,201,205
171,196,202
165,193,198
159,187,193
154,181,187
150,176,181
145,172,175
141,171,172
177,212,215
176,210,211
175,206,208
173,202,205
171,196,201
167,190,198
160,185,194
153,180,188
146,175,182
142,171,175
137,167,169
174,210,214
172,210,211
170,206,208
168,203,205
167,200,202
166,193,197
164,185,192
155,180,186
147,174,180
139,167,173
134,163,166
174,205,213
172,205,210
169,205,207
166,202,205
164,199,202
162,196,200
160,188,193
156,181,186
147,173,179
138,166,172
130,160,164
175,200,208
171,200,206
167,200,204
164,198,201
160,195,199
156,190,197
152,183,188
145,175,179
137,165,171
127,158,163
162,193,196
157,190,193
150,188,189
143,176,180
136,164,170
126,154,160
166,196,200
127,151,161
135,164,172
143,179,182
151,182,187
126,148,163
127,183,233
131,184,236
130,181,239
130,179,239
129,178,238
132,176,237
135,177,236
138,179,235
142,182,233
145,183,232
131,182,231
130,181,236
129,180,237
129,179,237
130,179,236
131,179,235
132,180,233
131,180,232
131,180,231
131,180,232
135,179,232
141,178,232
147,184,229
151,188,225
150,188,222
149,187,218
148,185,215
126,181,227
125,181,233
125,181,235
125,182,235
126,181,235
127,181,235
128,183,233
130,181,231
131,180,231
133,181,234
138,183,237
144,185,240
151,193,238
155,197,237
153,196,235
151,196,229
148,195,223
121,179,229
121,180,232
121,180,233
122,180,233
123,180,233
125,181,233
128,179,232
132,179,233
135,183,236
141,185,240
148,188,243
155,196,242
158,201,241
155,202,240
152,199,231
148,194,222
118,176,229
118,176,230
119,178,232
121,178,232
122,176,233
127,176,233
132,178,235
137,184,238
144,187,242
152,190,245
159,198,243
161,204,241
157,206,239
153,199,228
149,187,217
116,168,226
117,169,228
119,172,230
122,173,232
125,172,233
131,178,235
137,184,237
142,191,241
148,195,244
153,199,247
159,205,243
161,207,240
158,203,237
155,195,225
152,185,211
115,165,226
120,169,229
124,172,232
129,175,235
135,183,237
141,190,240
147,197,242
152,202,245
156,207,247
159,208,242
160,206,237
159,200,232
157,191,219
154,182,205
114,165,223
120,168,229
126,174,233
133,182,236
139,190,239
145,197,242
152,202,243
155,208,245
157,213,246
160,208,239
160,203,232
159,197,226
158,189,212
155,179,199
144,165,184
126,174,229
130,181,235
134,190,238
140,195,241
145,201,244
151,206,244
153,208,245
155,208,245
156,204,237
156,199,228
153,193,219
151,189,206
147,182,193
139,165,179
132,179,229
133,186,236
135,193,239
140,198,242
145,202,243
150,205,242
152,204,241
152,202,239
153,198,229
151,193,220
147,186,211
143,183,199
139,176,187
134,160,175
137,188,235
137,192,238
141,199,241
145,202,241
149,200,238
150,199,233
150,196,229
150,188,220
146,182,210
141,176,201
136,170,192
132,162,183
130,150,174
134,188,238
137,194,241
140,196,239
143,196,232
143,192,226
143,186,219
142,178,210
139,172,201
136,168,193
133,163,186
130,157,179
130,151,173
131,186,236
134,189,239
136,191,237
139,190,229
138,185,221
136,179,213
135,171,204
133,165,196
131,162,187
129,158,183
129,155,179
130,152,175
131,187,237
132,187,235
134,184,226
132,179,219
130,173,211
127,167,203
126,162,194
126,157,186
126,156,184
127,155,182
131,185,235
130,183,232
130,181,225
128,176,217
126,169,209
124,163,201
124,160,193
126,158,186
127,157,185
126,178,222
125,173,215
123,167,208
121,161,201
123,160,195
125,161,190
129,180,229
123,173,219
121,170,213
120,167,208
119,164,205
120,165,211
119,164,208
120,167,217
118,162,211
