Red,Green,Blue
81,106,151
80,104,146
79,102,142
80,100,138
80,97,138
79,96,138
78,97,138
77,98,136
77,100,134
78,103,131
80,103,133
81,103,137
79,103,143
105,127,172
100,125,170
95,123,168
92,121,166
88,118,162
85,115,158
83,111,154
81,107,150
79,106,146
80,103,138
78,100,140
78,97,140
77,97,140
77,99,141
76,102,139
76,103,138
77,103,136
78,103,137
75,103,138
89,117,159
84,114,155
82,110,151
81,107,148
79,105,145
78,103,142
77,100,140
77,98,140
76,98,140
75,101,140
75,102,139
76,102,137
77,102,137
80,103,143
78,102,141
77,101,139
75,99,139
74,100,138
74,102,137
74,101,137
74,101,136
75,100,136
76,101,136
82,104,145
74,97,136
75,97,137
73,98,135
73,98,135
73,98,135
73,99,135
71,97,131
71,95,131
93,123,165
97,127,172
101,137,184
100,138,183
97,134,181
94,130,176
91,126,168
88,120,160
103,136,183
101,140,186
100,140,183
98,138,180
94,131,177
90,126,169
86,122,161
102,133,180
96,129,174
100,131,175
104,135,178
105,141,181
102,147,184
99,140,178
96,132,171
91,126,164
86,120,157
81,114,148
94,126,171
97,130,173
100,137,176
100,140,178
97,141,182
95,132,173
92,124,162
87,118,153
82,112,144
78,105,137
92,123,167
79,104,134
95,136,173
94,137,175
92,132,177
90,123,166
87,115,154
83,110,142
94,129,171
91,121,166
91,124,169
90,127,169
89,127,168
86,124,167
84,116,157
81,109,146
78,103,136
76,99,129
89,119,166
88,120,168
87,120,164
85,118,161
83,116,157
81,109,147
79,103,138
77,98,129
76,95,124
87,117,164
86,117,166
83,114,160
82,111,153
81,108,147
80,102,139
79,97,131
77,95,123
85,117,158
83,116,158
81,111,152
80,108,146
79,104,140
78,99,134
78,96,127
78,93,121
80,113,150
78,107,144
79,103,138
82,116,152
60,77,106
61,80,114
60,77,105
59,73,102
59,71,99
58,72,98
66,90,126
62,83,118
60,79,110
59,76,102
58,70,96
61,81,113
67,91,127
64,86,121
57,72,96
59,77,105
58,75,98
57,70,94
58,70,91
68,95,130
67,92,125
65,87,121
62,82,116
60,77,109
59,74,102
58,72,95
57,70,94
57,69,92
58,72,100
68,94,127
67,92,125
65,90,122
64,87,119
62,83,115
61,79,112
59,75,105
58,71,91
58,71,94
57,70,93
57,69,92
60,81,110
68,93,128
67,92,126
66,90,122
64,88,119
62,86,116
61,83,113
58,73,92
59,78,107
58,75,103
58,72,99
57,70,95
57,70,94
57,71,92
67,90,126
68,89,125
66,89,124
65,88,121
65,84,117
63,83,113
61,81,110
60,80,108
59,78,105
59,76,103
59,74,100
58,72,98
58,71,96
57,71,94
57,72,93
58,72,92
58,71,94
65,89,124
66,89,123
66,87,122
66,85,121
65,85,120
64,83,117
63,81,113
62,80,109
61,78,105
60,77,103
59,76,102
59,74,100
59,73,99
59,72,97
58,71,96
58,72,95
58,72,94
58,71,93
58,70,95
65,86,123
64,86,122
64,86,121
64,85,120
64,83,118
63,83,118
63,82,114
62,79,110
61,78,106
60,76,103
59,76,102
60,74,101
60,73,100
60,72,98
59,71,97
59,71,95
58,71,95
58,71,94
58,71,94
59,71,95
65,84,122
65,84,122
65,83,121
64,83,120
64,84,119
63,82,118
63,81,116
62,81,115
62,80,112
61,78,108
61,77,104
60,76,102
59,76,101
59,74,101
59,73,100
59,71,98
58,71,94
58,71,94
58,71,94
59,71,95
59,71,95
60,72,96
59,71,96
59,71,98
59,73,100
59,74,101
59,76,101
60,76,101
61,76,102
61,77,106
61,79,110
62,80,113
62,80,114
63,81,116
63,82,118
65,81,118
65,82,118
65,83,119
65,83,120
65,84,120
66,88,120
58,70,94
57,70,94
58,71,95
59,71,95
60,72,95
61,73,95
58,71,95
66,91,120
65,90,120
65,86,119
65,84,118
65,84,117
65,83,117
65,83,117
63,84,117
63,82,115
62,81,113
61,81,112
61,79,109
61,77,106
61,75,103
60,75,101
60,75,101
59,74,101
59,74,100
58,72,98
58,72,96
57,71,94
57,70,94
58,71,95
60,71,95
61,72,95
62,74,95
66,89,119
66,85,118
65,83,117
65,83,116
65,82,115
65,82,115
63,83,116
62,83,114
62,82,112
61,81,110
61,79,108
61,77,105
61,76,103
60,75,102
60,74,101
59,74,101
59,74,99
58,74,98
58,73,96
57,72,95
57,70,95
58,70,95
60,72,95
61,73,95
62,75,96
67,87,118
66,84,117
66,83,115
65,83,114
65,81,114
65,81,114
63,82,115
62,83,113
62,82,111
61,81,109
61,79,107
61,77,105
61,77,104
61,75,103
60,73,101
60,74,100
59,74,99
59,75,98
58,74,97
58,72,96
57,69,95
58,70,95
59,72,95
60,75,96
61,75,96
61,75,96
67,86,118
66,85,116
66,85,115
65,82,115
65,82,115
63,83,114
62,82,113
62,82,111
62,82,110
62,80,109
62,79,107
61,80,105
61,78,104
61,75,102
60,74,100
60,74,99
59,74,98
59,75,97
58,74,96
58,71,95
58,71,94
59,71,93
59,72,94
60,74,95
60,75,96
67,87,118
66,86,117
66,85,115
66,83,115
65,82,115
64,83,114
63,82,113
62,82,112
62,82,112
62,80,110
62,79,108
61,81,107
61,78,105
61,75,103
60,74,101
60,74,99
60,74,99
59,75,98
59,75,97
58,73,95
58,71,93
58,71,92
59,71,93
59,72,94
59,74,95
67,86,117
66,84,116
66,82,115
65,81,115
65,82,114
63,82,114
63,82,113
62,81,113
62,79,111
62,78,109
61,76,105
60,73,103
60,74,101
60,74,100
60,73,99
59,74,99
59,75,98
59,74,95
58,73,92
58,71,91
58,69,92
59,69,93
59,71,94
60,72,95
61,79,108
61,80,109
62,80,112
63,82,113
63,82,113
65,83,113
65,83,112
66,83,113
66,83,114
67,85,115
67,86,116
60,78,106
60,76,104
60,76,101
60,75,100
60,74,99
60,76,99
60,76,97
60,74,94
59,73,92
58,71,91
58,69,92
58,68,93
59,68,93
60,70,93
62,80,110
67,86,115
67,85,113
67,83,112
66,83,111
65,84,111
65,83,112
64,83,113
63,82,114
62,82,112
62,81,111
61,81,109
60,77,102
60,76,101
60,74,99
60,76,98
60,76,96
60,74,94
59,73,92
58,72,91
58,69,91
58,68,92
59,67,92
60,68,92
60,78,105
60,79,107
59,67,90
67,84,113
67,84,112
67,83,110
66,83,109
65,83,109
64,83,111
63,83,113
63,83,115
62,82,113
62,82,111
61,81,110
61,80,108
61,78,105
60,77,103
60,75,101
60,73,99
60,74,98
60,74,96
60,73,94
59,72,93
58,71,91
57,69,91
58,68,91
59,67,91
60,68,90
60,69,90
67,85,112
67,84,111
66,83,110
65,83,110
63,83,111
63,83,113
63,84,114
63,83,112
62,82,111
62,82,109
61,80,107
61,79,105
61,79,103
60,76,101
60,73,99
60,73,98
59,73,96
59,73,95
59,73,93
58,72,92
57,70,91
58,69,91
59,69,91
59,68,90
61,79,102
67,85,112
67,84,112
66,83,111
65,82,111
63,82,112
63,83,113
63,84,113
63,83,111
62,82,109
62,82,107
62,81,105
61,80,104
60,71,90
60,76,100
59,74,99
59,73,98
59,73,96
59,73,95
59,74,94
58,73,93
58,70,92
58,70,91
59,70,91
59,70,90
60,78,102
66,84,112
67,84,112
66,83,112
64,82,112
63,81,112
62,81,113
62,83,113
62,81,110
62,81,108
61,82,106
61,81,104
61,80,103
59,71,92
59,75,100
59,72,99
59,72,98
59,73,97
60,73,96
59,73,94
59,72,93
58,70,92
59,71,91
59,72,91
59,72,91
59,72,92
61,79,103
66,83,111
67,83,111
65,83,111
64,82,111
62,81,111
62,82,112
61,83,111
61,82,110
61,81,108
61,82,106
61,81,105
58,73,90
59,78,102
58,75,101
58,72,99
59,72,97
60,73,96
60,73,96
60,74,95
60,74,94
60,72,93
59,73,92
59,73,91
58,73,91
57,72,90
58,73,90
66,83,110
66,83,110
65,82,110
63,82,110
62,81,110
62,83,111
61,84,110
61,82,109
61,81,108
61,82,107
61,80,106
60,79,104
59,79,104
58,75,101
58,73,99
59,73,97
60,73,96
61,74,96
61,75,95
61,75,95
61,74,94
60,75,93
57,74,88
59,74,92
61,78,106
65,83,108
64,82,109
63,81,109
63,81,109
62,82,109
62,82,109
61,81,109
61,80,109
62,80,108
62,79,107
57,73,93
60,77,105
58,74,102
58,73,99
58,72,96
59,73,96
60,73,96
59,75,96
59,75,95
59,75,95
58,74,95
58,72,98
64,82,107
63,81,108
63,81,108
63,80,108
63,81,108
62,81,108
62,80,108
62,79,108
63,78,107
57,74,94
58,74,94
58,73,95
59,73,95
59,72,95
58,72,96
62,79,108
59,74,101
61,77,104
62,77,105
63,79,105
57,72,92
63,80,106
63,80,107
65,80,107
63,81,107
63,82,107
62,80,107
62,79,107
63,79,107
64,78,104
63,77,103
61,78,101
60,74,99
59,72,96
58,71,94
58,71,93
58,71,93
61,78,105
60,77,103
60,78,104
61,78,104
61,78,104
61,80,104
60,80,104
60,79,105
57,70,93
61,78,105
62,77,103
61,76,101
59,75,99
58,73,96
57,70,92
57,71,94
57,74,95
57,77,101
58,77,101
58,77,101
58,78,101
59,79,101
59,78,102
59,78,102
59,78,102
59,76,100
59,75,97
56,71,93
56,73,92
55,77,96
55,76,96
55,75,96
56,78,96
57,78,96
58,77,97
58,78,98
57,78,97
57,74,94
53,72,90
54,72,92
53,71,90
52,69,90
56,73,93
54,73,91
55,73,92
55,73,93
54,68,88
52,65,86
50,63,86
51,65,84
52,67,85
52,69,86
49,60,79
51,62,84
48,60,81
50,59,82
76,94,127
71,84,116
76,92,131
78,90,134
62,76,105
68,77,103
73,82,118
80,93,137
61,79,110
60,76,108
62,76,105
68,77,103
74,82,120
60,77,107
63,76,105
70,76,104
76,87,121
81,102,139
63,81,111
86,125,157
61,79,109
60,76,106
64,83,113
65,82,111
63,80,109
62,79,107
87,121,159
64,76,105
70,78,105
77,85,123
82,99,141
71,79,107
63,83,115
64,83,114
64,82,112
65,81,110
63,80,107
61,78,105
60,76,105
77,85,124
82,98,143
87,119,161
64,77,105
66,84,117
64,82,115
64,82,114
64,81,112
65,80,110
63,80,107
61,79,105
60,78,105
65,78,105
71,80,107
83,107,143
78,90,125
88,129,161
82,106,144
77,91,126
71,81,108
65,79,105
60,78,105
61,79,106
62,79,108
63,79,109
63,80,112
63,81,113
63,81,114
65,83,116
67,85,118
69,88,121
87,124,162
69,87,120
71,82,108
66,84,117
64,82,115
62,81,114
62,80,113
62,79,111
62,79,109
62,79,108
61,79,106
61,79,105
65,80,105
76,91,126
81,102,144
85,116,161
70,90,122
83,119,157
73,94,126
72,93,125
70,90,122
68,86,119
66,83,116
63,81,114
61,80,113
61,80,111
61,79,110
61,79,108
61,79,106
61,79,105
61,79,104
66,79,104
70,82,108
75,92,124
79,105,141
73,95,129
71,92,125
70,89,122
68,86,119
66,83,116
63,81,114
61,80,112
61,79,110
61,79,108
60,78,106
61,79,105
61,79,104
61,78,103
66,79,103
71,82,107
75,92,123
79,104,139
82,116,153
73,97,131
73,94,126
72,97,130
72,96,129
72,94,128
72,93,126
71,91,125
69,86,119
66,83,116
64,81,113
62,79,111
61,79,108
61,78,106
61,76,105
61,77,104
61,78,103
61,78,103
66,80,102
71,84,107
76,92,121
79,101,136
81,110,148
70,89,122
70,89,121
69,87,118
71,92,125
71,94,126
71,96,128
71,96,129
71,95,130
72,94,131
67,86,115
65,82,112
62,80,110
62,79,107
61,78,105
61,77,104
61,77,104
61,77,103
61,77,103
66,78,103
71,82,108
77,91,121
79,101,135
80,110,145
81,110,142
70,90,124
72,94,131
71,94,130
70,94,129
72,82,109
73,95,133
70,95,127
71,93,125
71,91,124
70,90,123
79,107,139
79,108,143
78,100,134
77,91,121
70,88,120
67,78,104
61,77,103
61,77,103
61,77,103
61,77,104
62,78,104
62,79,106
63,80,109
65,83,112
67,86,115
69,87,117
70,95,128
74,98,138
73,95,135
72,94,132
70,94,129
69,93,128
70,93,127
70,92,126
71,91,124
70,90,123
70,89,122
69,88,119
68,87,117
66,85,115
64,81,111
63,79,108
62,78,105
62,77,104
62,76,104
62,76,103
62,76,103
61,76,104
67,79,105
72,84,110
77,91,122
78,98,133
78,103,140
78,104,136
74,101,137
72,97,134
71,96,131
70,94,129
69,93,126
69,91,125
71,90,122
70,89,121
69,88,120
68,87,118
67,86,116
66,86,114
64,82,111
63,79,107
63,77,104
62,76,103
62,75,103
62,75,103
62,76,103
62,77,104
67,79,105
72,84,111
77,91,122
77,98,133
77,102,139
76,101,134
70,90,123
69,94,128
72,98,134
71,96,131
74,98,133
75,101,138
76,98,133
77,92,122
72,84,112
67,79,106
62,77,105
62,76,104
62,75,103
62,75,102
63,75,102
63,77,103
63,79,106
64,82,110
65,86,113
66,86,115
67,87,117
68,88,118
70,88,119
70,89,120
69,89,120
69,90,123
68,91,125
73,102,137
73,97,134
74,99,136
70,92,127
68,89,124
69,88,120
69,88,118
69,89,117
69,88,117
68,87,117
67,86,115
66,84,114
65,83,113
65,81,109
63,79,105
63,76,102
62,75,101
62,74,102
62,75,103
62,76,104
62,78,105
67,81,107
71,87,113
76,94,123
75,97,133
73,96,131
74,98,137
71,95,131
72,95,128
71,93,125
69,88,122
69,87,119
68,86,117
68,87,116
68,87,116
67,87,115
66,86,114
66,84,113
65,83,113
65,81,109
64,78,105
63,75,101
62,75,101
61,75,102
61,75,103
62,76,104
62,78,105
67,81,107
71,87,113
75,94,122
73,98,132
72,98,135
71,94,129
74,96,130
75,95,126
69,92,126
71,98,133
72,99,131
74,94,121
71,87,112
67,82,107
62,78,105
61,77,104
61,76,103
61,75,102
62,75,101
63,75,101
65,78,104
65,81,108
66,83,112
66,83,112
66,84,113
66,86,114
67,86,114
67,85,115
68,84,116
68,85,118
69,87,120
71,93,123
73,95,125
71,93,122
70,90,121
68,85,119
68,84,117
67,84,115
66,83,114
66,84,113
65,84,112
65,83,111
65,82,111
65,82,111
66,81,107
65,79,104
63,77,101
62,76,102
61,76,103
61,76,103
62,76,104
63,77,105
67,82,107
71,89,112
75,95,121
73,96,130
70,94,131
68,88,124
67,83,115
68,87,121
70,93,128
73,96,128
76,95,120
70,92,120
72,88,112
68,82,106
63,78,105
62,76,104
61,76,103
61,76,103
62,77,103
63,79,102
65,80,105
66,82,107
65,83,110
65,83,110
64,82,110
65,83,110
65,83,111
65,82,112
66,83,114
67,84,115
68,84,117
69,89,119
68,89,117
69,92,117
67,84,115
66,84,113
65,83,112
65,81,111
64,82,110
64,83,109
63,82,109
65,83,109
65,83,109
66,82,108
66,81,106
64,81,104
62,78,103
61,77,103
61,76,102
62,77,103
63,78,104
68,81,106
73,88,112
77,94,119
74,98,126
70,95,125
67,86,119
66,82,112
65,80,110
66,82,116
69,91,123
73,96,125
76,97,118
73,91,112
68,82,107
63,77,104
62,75,102
62,75,101
62,76,103
62,77,104
64,80,107
66,80,107
66,81,108
65,82,109
65,82,109
64,81,108
65,81,108
65,80,108
65,78,109
65,80,111
66,81,112
67,80,113
67,84,115
65,80,114
67,82,112
67,79,111
66,80,110
66,79,109
65,77,108
65,79,107
65,80,107
65,81,107
65,81,108
66,81,108
66,81,108
65,81,108
64,81,108
63,78,105
62,76,103
62,75,101
62,75,102
63,77,103
68,83,105
73,91,111
76,97,117
72,95,124
68,89,121
63,79,108
75,94,116
67,81,109
67,80,109
66,81,109
66,80,108
65,79,107
65,80,106
65,81,106
66,81,107
66,82,107
66,82,107
66,81,108
65,82,108
64,83,109
63,79,105
63,77,102
62,75,100
62,76,101
64,78,102
68,82,103
71,95,122
67,90,120
63,82,113
62,80,106
73,89,110
65,80,107
64,79,106
66,80,107
66,78,106
65,80,105
65,81,105
65,82,106
65,82,107
65,81,107
65,80,108
65,81,109
65,82,109
65,79,106
64,77,102
63,76,99
62,76,100
63,78,100
68,82,101
72,89,108
73,94,115
69,92,121
66,86,118
62,78,111
62,78,104
66,78,103
65,79,105
64,79,105
63,79,104
64,80,104
65,81,104
65,82,105
65,81,106
65,80,107
65,80,109
65,81,110
66,82,110
66,80,107
65,78,103
63,76,100
62,76,100
64,78,100
67,82,101
71,89,107
72,92,113
68,89,119
65,82,116
62,76,109
61,75,103
65,80,103
63,80,103
62,79,102
63,80,102
64,80,103
65,80,104
65,80,105
65,80,107
65,81,109
66,83,110
66,84,110
67,81,107
66,78,104
64,76,101
63,76,102
64,77,103
67,80,103
70,86,107
71,89,112
67,88,116
63,81,112
61,76,106
61,74,100
64,78,101
63,78,101
63,77,100
63,79,100
65,80,102
65,80,103
65,80,105
65,81,108
65,81,109
66,83,111
66,83,111
67,81,108
66,79,105
65,77,103
63,76,104
65,78,105
67,81,106
70,87,108
62,79,108
60,73,103
60,73,97
70,88,110
66,86,112
69,89,109
70,88,109
67,83,109
65,79,108
63,77,107
65,78,105
66,80,107
67,81,109
66,82,111
66,82,111
62,76,104
65,81,108
65,80,106
65,79,103
65,79,101
64,78,100
64,76,99
63,76,99
63,76,98
59,71,100
60,71,95
60,72,93
66,83,109
65,81,109
64,76,98
65,77,100
65,78,102
65,79,104
66,79,105
65,81,107
65,82,108
65,81,109
66,82,110
67,82,111
67,81,109
67,81,108
65,80,107
64,78,107
65,80,108
67,83,109
70,87,109
69,87,109
65,83,109
61,77,104
58,72,98
59,70,93
60,70,91
63,76,98
64,77,101
65,78,105
65,78,107
65,78,107
65,81,108
65,82,109
65,81,109
66,82,110
66,82,110
67,82,110
66,81,109
65,80,108
63,78,108
65,80,109
67,84,109
70,89,109
69,89,109
65,83,109
60,77,103
58,72,96
58,69,90
59,69,89
63,77,103
64,78,108
65,77,109
65,77,109
65,80,109
65,82,109
65,81,109
65,82,109
66,82,110
67,82,110
66,81,110
64,79,110
63,76,109
65,79,109
67,86,109
70,93,109
69,91,109
65,83,109
60,76,101
58,72,94
58,70,87
59,70,87
62,78,102
63,80,107
64,79,108
65,80,108
65,84,109
65,84,109
65,82,109
65,83,109
66,82,108
67,82,108
65,83,108
63,82,108
62,79,108
64,81,108
62,78,102
63,80,106
65,79,107
65,80,108
64,84,109
63,84,109
63,82,108
63,82,108
65,81,107
63,82,107
61,81,107
64,81,107
60,79,106
65,79,104
66,78,106
66,78,108
63,81,109
61,81,109
60,81,108
60,80,107
60,80,105
65,79,105
60,79,105
66,79,105
66,79,107
63,81,108
57,76,101
62,80,107
66,79,105
67,80,105
66,80,105
67,81,105
96,124,152
94,121,153
90,119,148
97,125,158
99,126,161
95,121,158
91,116,154
88,114,148
100,127,165
97,122,162
93,117,158
89,111,154
86,110,150
82,102,141
83,113,152
101,128,167
98,124,163
94,121,159
91,116,157
87,111,154
80,106,143
77,94,131
77,94,134
104,134,163
101,129,169
98,127,165
95,123,161
92,118,157
89,112,156
87,108,155
83,111,155
80,104,146
89,107,155
103,136,172
101,132,169
85,93,125
98,129,166
80,102,149
84,108,157
87,103,156
78,92,137
90,114,154
92,122,158
94,127,162
89,109,150
103,141,174
102,135,171
99,131,167
95,129,164
91,123,159
89,116,155
87,94,128
89,108,153
88,110,155
84,118,158
81,111,151
79,97,140
97,105,134
103,136,169
101,136,174
99,129,169
96,126,166
92,123,162
89,117,157
87,112,152
88,106,146
89,107,151
89,110,155
85,119,160
82,111,153
80,98,142
89,97,132
102,130,178
102,132,177
100,130,176
98,127,173
95,121,168
93,118,164
90,116,160
88,112,154
87,108,148
88,104,143
89,104,148
88,105,155
85,110,162
82,103,155
82,95,145
90,102,135
99,116,139
108,134,151
102,131,169
101,131,174
99,130,172
97,127,169
94,124,166
92,119,163
90,115,160
89,111,156
87,109,151
87,106,145
88,101,140
88,110,155
86,115,163
83,109,157
83,101,148
92,103,139
100,115,143
109,132,156
89,105,148
87,106,143
104,132,172
102,131,173
99,130,171
97,128,167
94,125,163
92,122,160
90,118,158
88,114,156
87,110,154
87,109,148
108,135,173
88,101,139
89,108,147
89,113,156
87,118,164
84,112,159
86,105,151
94,107,143
102,117,148
110,133,160
89,105,138
104,136,198
101,131,186
99,130,174
96,128,167
94,127,162
93,123,157
91,120,154
90,119,153
88,115,153
87,113,151
86,112,145
87,109,141
110,141,165
91,111,147
91,115,156
89,116,165
87,109,161
88,105,154
95,113,147
103,126,153
107,137,177
90,120,164
107,143,198
102,136,191
98,130,181
96,127,171
94,124,164
92,122,160
91,118,156
90,116,154
90,116,153
88,115,152
87,113,150
86,111,144
87,105,139
90,100,136
92,110,145
93,116,155
106,137,178
89,114,161
90,111,157
97,117,152
105,129,158
111,140,168
102,131,177
92,115,160
116,156,186
112,148,186
106,142,187
100,135,181
96,129,174
94,124,167
92,121,163
91,118,160
90,115,157
90,113,155
90,114,154
88,114,153
87,113,150
84,109,143
87,102,138
90,97,134
94,109,143
94,118,153
92,124,162
90,118,161
105,137,178
99,120,158
106,130,163
111,139,171
100,131,175
99,127,172
104,137,178
110,146,173
106,137,168
99,124,165
93,114,163
92,114,162
93,120,161
94,119,151
94,115,142
90,104,132
86,107,136
83,111,142
86,112,149
88,113,153
90,113,155
91,113,157
91,114,158
92,115,160
93,119,161
94,122,163
96,125,167
99,130,171
104,136,175
109,142,189
113,151,204
116,160,219
94,117,159
85,111,148
116,163,207
113,152,216
110,143,201
107,136,186
102,130,171
98,126,168
96,123,166
95,121,164
94,118,162
94,115,160
92,114,159
91,113,157
90,113,155
87,112,153
91,109,143
83,109,141
86,104,134
90,103,131
94,113,141
95,118,151
94,119,161
93,116,164
95,119,167
100,130,170
106,139,172
109,143,174
103,133,176
98,124,168
93,115,156
117,163,197
89,108,139
114,152,200
110,142,200
107,135,190
104,129,181
101,124,171
98,123,169
96,122,167
95,121,165
95,119,163
95,116,161
93,114,159
91,113,156
90,112,154
87,111,152
84,109,147
82,105,140
85,100,133
90,98,130
94,110,141
95,117,152
95,121,162
94,120,166
96,125,171
101,135,175
105,138,175
108,136,174
102,129,173
96,121,164
91,114,152
90,111,148
120,166,202
117,162,204
114,151,197
111,142,191
108,135,186
105,127,181
102,124,176
100,123,171
97,122,169
96,121,168
95,120,167
95,119,165
94,117,162
92,115,159
90,113,156
89,111,154
86,110,152
84,108,147
82,104,139
86,102,132
90,103,130
94,114,141
96,119,153
95,120,164
95,118,169
97,123,175
101,134,180
104,138,177
105,137,174
100,128,170
87,104,136
84,99,127
95,119,160
118,158,209
114,149,206
111,142,197
108,136,187
96,120,155
105,130,180
103,125,177
101,123,175
99,123,172
97,122,170
96,122,169
95,121,168
95,120,164
94,118,161
92,116,158
90,114,155
88,111,153
86,110,150
84,107,145
82,103,138
86,100,131
90,102,130
95,115,142
86,102,134
89,110,145
93,118,158
98,127,168
103,136,174
103,139,179
100,138,184
98,126,178
96,120,172
96,122,166
121,168,209
96,123,168
91,117,156
96,126,166
101,134,173
101,140,180
100,146,187
98,134,182
97,126,176
97,125,170
96,120,158
95,112,144
124,163,215
119,160,212
115,146,209
111,138,204
108,136,195
105,131,186
103,127,180
101,126,177
99,124,175
98,123,173
97,123,171
87,108,145
95,123,167
95,121,163
93,118,159
91,117,156
89,114,153
87,111,150
85,111,147
84,107,143
82,101,136
87,95,130
91,97,131
91,104,132
86,99,129
81,99,135
83,104,140
84,108,145
86,109,148
88,112,151
89,115,154
91,117,158
93,120,162
94,123,166
122,169,221
118,166,221
114,161,215
112,149,209
109,141,202
106,137,194
104,133,185
96,120,146
98,125,161
99,126,174
100,124,179
100,130,185
101,141,190
102,137,182
100,131,173
95,123,165
90,115,155
99,127,177
98,125,175
97,125,172
95,124,168
102,130,180
100,129,178
110,157,209
112,163,215
115,168,217
118,176,209
99,129,172
102,135,181
102,139,190
102,130,186
102,125,181
101,128,177
99,128,164
97,124,148
92,108,134
86,100,130
81,99,134
82,103,139
84,107,143
86,108,146
87,110,149
88,112,153
89,115,156
91,119,160
93,123,164
95,125,167
96,126,172
97,127,176
99,129,177
100,130,178
108,147,203
107,140,197
102,132,180
105,136,190
103,134,184
94,120,163
99,125,168
103,134,176
103,144,185
104,138,183
104,132,180
103,133,178
101,129,166
99,121,152
93,104,136
86,97,131
80,99,135
81,103,139
83,107,143
85,108,145
86,108,147
87,109,150
104,136,188
88,112,153
89,117,157
91,123,160
94,124,164
96,126,169
97,129,175
99,129,177
100,129,178
105,140,191
101,132,179
103,133,182
104,134,185
107,155,197
108,160,197
110,156,188
108,148,179
105,146,194
102,138,179
103,137,180
